,nama_user,rating,waktu,ulasan,preprocessing,stemming_ulasan
51,nietha inliz,4,2022-06-21 09:59:45,baru nyoba pengaduan lewat aplikasi ini. .pelayanan lumayan cepat..tp mungkin hrs berproses jg sih cara kerjanya. trmksh..semoga kedepannya semakin baik lagi.,"['mencoba', 'pengaduan', 'aplikasi', 'pelayanan', 'lumayan', 'cepat', 'tp', 'berproses', 'sih', 'kerjanya', 'trmksh', 'semoga', 'kedepannya']",coba adu aplikasi layan lumayan cepat tp proses sih kerja trmksh moga depan
52,apris radja,5,2022-06-21 08:35:21,Pengaduan gangguan lebih mudah. Juga di tanggapi dengan cepat dari PLN kupang.. Pelayanan sangat baik. Terima kasih untuk pelayanannya,"['pengaduan', 'gangguan', 'mudah', 'tanggapi', 'cepat', 'pln', 'kupang', 'pelayanan', 'terima', 'kasih', 'pelayanannya']",adu ganggu mudah tanggap cepat pln kupang layan terima kasih layan
53,kevin kaseh,5,2022-06-21 08:08:09,"Mantapp sekali Aplikasi yg all in one,terpercaya,dan efektif, Sangat embantu sekali dalam melayani kebutuhan pelanggan Tp kalo boleh kasih saran Tersedia Doc PDF tutorial penggunaan/fungsi-fungsi dan Fitur-fitur yang tersedia yang bisa didownload agar langsung dalam aplikasi agar memudahkan pengguna dapat lbih menguaaai penggunaan aplikasi🙏🙏🙏","['mantap', 'aplikasi', 'all', 'one', 'terpercaya', 'efektif', 'membantu', 'melayani', 'kebutuhan', 'pelanggan', 'kasih', 'saran', 'tersedia', 'doc', 'pdf', 'tutorial', 'penggunaan', 'fungsi', 'fitur', 'tersedia', 'didownload', 'langsung', 'aplikasi', 'memudahkan', 'pengguna', 'menguaai', 'penggunaan', 'aplikasi']",mantap aplikasi all one percaya efektif bantu layan butuh langgan kasih saran sedia doc pdf tutorial guna fungsi fitur sedia didownload langsung aplikasi mudah guna menguaai guna aplikasi
54,Wayan Putra,5,2022-06-21 06:50:32,Aplikasi mudah dan sangat membantu serta sangat bermanfaat. Terus di udate perbaikannya,"['aplikasi', 'mudah', 'membantu', 'bermanfaat', 'udate', 'perbaikannya']",aplikasi mudah bantu manfaat udate baik
55,Abdullah Mancora,5,2022-06-21 06:16:55,Aplikasinya terus berkembang fitur-fitur tambahnya buat mudah kita dalam bertransaksi. Sudah ada loh info ketersediaan jaringan internet di lokasi anda. Nah bagi pengguna mobil/motor listrik sdh ada lokasi SPKLU terdekat. Tunggu apa lagi ayoo buruan install PLN Mobile,"['aplikasinya', 'berkembang', 'fitur', 'mudah', 'bertransaksi', 'loh', 'informasi', 'ketersediaan', 'jaringan', 'internet', 'lokasi', 'pengguna', 'mobil', 'motor', 'listrik', 'lokasi', 'spklu', 'terdekat', 'tunggu', 'ayo', 'buruan', 'install', 'pln', 'mobile']",aplikasi kembang fitur mudah transaksi loh informasi sedia jaring internet lokasi guna mobil motor listrik lokasi spklu dekat tunggu ayo buru install pln mobile
56,Putri Nesia,5,2022-06-21 06:16:08,"Aplikasinya membantu sekali, satu aplikasi untuk banyak fitur yang memang sangat dibutuhkan. Pembayaran rekening pakai VA mandiri juga tanpa Admin. Pelaporan gangguan juga jadi lebih mudah tanpa harus keluar biaya untuk telpon call center 👍🏻👍🏻👍🏻","['aplikasinya', 'membantu', 'aplikasi', 'fitur', 'dibutuhkan', 'pembayaran', 'rekening', 'pakai', 'va', 'mandiri', 'admin', 'pelaporan', 'gangguan', 'mudah', 'biaya', 'telepon', 'call', 'center']",aplikasi bantu aplikasi fitur butuh bayar rekening pakai va mandiri admin lapor ganggu mudah biaya telepon call center
57,zaid zy,1,2022-06-21 05:41:30,"Tolong dong kl memang ada fasilitas internet segera di adakan fasilitasnya. Harga untuk daerah sy perbulannya jg sdh nampak.jgn sampai kelamaan nampang di apk tp bgt kita mau order,daerah ga tercover.","['tolong', 'fasilitas', 'internet', 'adakan', 'fasilitasnya', 'harga', 'daerah', 'perbulannya', 'nampak', 'jgn', 'nampang', 'aplikasi', 'banget', 'order', 'daerah', 'tercover']",tolong fasilitas internet adakan fasilitas harga daerah bulan nampak jgn nampang aplikasi banget order daerah tercover
58,arul pin,1,2022-06-20 22:09:43,"Pengajuan iconnet ribet, katanya di bantu percepatan tapi harus ada minimal. Niat apa tidak anda sebenarnya buat iconnet, lama lama jengkel sendiri","['pengajuan', 'iconnet', 'ribet', 'bantu', 'percepatan', 'minimal', 'niat', 'iconnet', 'kesal']",aju iconnet ribet bantu cepat minimal niat iconnet kesal
59,marwan ugik,2,2022-06-20 19:52:55,"Untuk bagian pembelian token listrik sangat ndak bagus dan proses nya validasi nya lama.. Transaksi berjalan searah, tidak ada link buat klaim pembayaran.. Sudh dibayar tagihan Token nya tp statusnya masih menunggu pembayaran.. Untuk link klaim pembayaran tidak ada.. Di aplikasi penyedia token ndak nyampai semenit Tolong diperbaiki segera klo mau bersaing dgn aplikasi lain..","['pembelian', 'token', 'listrik', 'indak', 'bagus', 'proses', 'nya', 'validasi', 'nya', 'transaksi', 'berjalan', 'searah', 'link', 'klaim', 'pembayaran', 'dibayar', 'tagihan', 'token', 'nya', 'statusnya', 'menunggu', 'pembayaran', 'link', 'klaim', 'pembayaran', 'aplikasi', 'penyedia', 'token', 'indak', 'nyampai', 'semenit', 'tolong', 'diperbaiki', 'kalo', 'bersaing', 'aplikasi']",beli token listrik indak bagus proses nya validasi nya transaksi jalan arah link klaim bayar bayar tagih token nya status tunggu bayar link klaim bayar aplikasi sedia token indak nyampai menit tolong baik kalo saing aplikasi
60,DSusi ayu,5,2022-06-20 18:57:57,Lebih mempermudah pelanggan...tidak harus kekantor terdekat...semua bisa di dlm satu aplikasi. Pln mobile.👍👍👍👍 #pln terbaik,"['mempermudah', 'pelanggan', 'kekantor', 'terdekat', 'aplikasi', 'pln', 'mobile', 'terbaik']",mudah langgan kantor dekat aplikasi pln mobile baik
61,Ahmad Reza Fauzi,5,2022-06-20 18:46:04,"Alhamdulillah, aplikasi dg fitur-fitur sangat membantu baik pengaduan ataupun informasi lainya dgn cepat, praktis serta efisien. Terima Kasih PLN","['alhamdulillah', 'aplikasi', 'fitur', 'membantu', 'pengaduan', 'informasi', 'lainya', 'cepat', 'praktis', 'efisien', 'terima', 'kasih', 'pln']",alhamdulillah aplikasi fitur bantu adu informasi lai cepat praktis efisien terima kasih pln
62,Taufit Hidayat,5,2022-06-20 18:08:49,"Aplikasi sangat Bagus, pembayaran,pengaduan n pelayanan sangat bagus...cukup degan 1 aplikasi semua bisa di lakukan.. PLN mobile memang 👍👍👍","['aplikasi', 'bagus', 'pembayaran', 'pengaduan', 'pelayanan', 'bagus', 'aplikasi', 'lakukan', 'pln', 'mobile']",aplikasi bagus bayar adu layan bagus aplikasi laku pln mobile
63,Ega Megantara,1,2022-06-20 17:05:20,Awalnya saya pelanggan setia indihome dengan berlangganan wiffi internet hp+tv 20 mbps biaya/ bulan 385 ribu. Setelah itu saya dapet brosur internet i connec pln dengan biaya lebih murah untuk paket wiffi 20 mbps / bulan hanya 212000 makanya saya pindah ke i connec pln. Ternyata setelah pindah ke i connec ketika ada gangguan wiffi nya keluhan kita tidak di respon beda dengan indihome kalo ada gangguan. di komplen via aplikasi my indihome gangguan segera di respon dan langsung bisa di atasi.,"['pelanggan', 'setia', 'indihome', 'berlangganan', 'wi', 'fi', 'internet', 'hp', 'tv', 'mbps', 'biaya', 'ribu', 'brosur', 'internet', 'i', 'connec', 'pln', 'biaya', 'murah', 'paket', 'wi', 'fi', 'mbps', 'pindah', 'i', 'connec', 'pln', 'pindah', 'i', 'connec', 'gangguan', 'wi', 'fi', 'nya', 'keluhan', 'respon', 'beda', 'indihome', 'gangguan', 'komplain', 'via', 'aplikasi', 'my', 'indihome', 'gangguan', 'respon', 'langsung', 'atasi']",langgan setia indihome langgan wi fi internet hp tv mbps biaya ribu brosur internet i connec pln biaya murah paket wi fi mbps pindah i connec pln pindah i connec ganggu wi fi nya keluh respon beda indihome ganggu komplain via aplikasi my indihome ganggu respon langsung atas
64,Khoiron J,5,2022-06-20 16:00:05,"Sangat membantu, sangat mudah dalam membantu keperluan kelistrikan, mudah beli token, mudah pemantauan pemakaian listik.","['membantu', 'mudah', 'membantu', 'keperluan', 'kelistrikan', 'mudah', 'beli', 'token', 'mudah', 'pemantauan', 'pemakaian', 'listik']",bantu mudah bantu perlu listrik mudah beli token mudah pantau pakai listik
65,Cherry Efriyana,5,2022-06-20 15:09:29,"Aplikasinya sangat membantu dn ckup memuaskan,karena melalui aplikasi ini saya dpt dg mudah mengetahui tagihan listrik saya stiap bulannya..juga info2 terbaru dri PLN ttg pemadaman,pmasangan baru dn promo lainny dr PLN..smga kedepan smakin lebih baik lagi.","['aplikasinya', 'membantu', 'memuaskan', 'aplikasi', 'mudah', 'tagihan', 'listrik', 'bulannya', 'info', 'terbaru', 'pln', 'pemadaman', 'pmasangan', 'promo', 'pln', 'smga', 'kedepan']",aplikasi bantu muas aplikasi mudah tagih listrik bulan info baru pln madam pmasangan promo pln smga depan
66,Lulu Mifta Aulia,5,2022-06-20 15:05:36,"Mudah banget pake aplikasi ini. Dirumah pake kwh meter prabayar, tiba2 mati lampu jam 10 malam karna token habis, untung ada aplikasi pln mobile ini, jadi mudah untuk beli tokennya, prosesnya pun cepat. Terimakasih PLN🌸🌸","['mudah', 'banget', 'pakai', 'aplikasi', 'dirumah', 'pakai', 'kwh', 'meter', 'prabayar', 'mati', 'lampu', 'jam', 'malam', 'token', 'habis', 'untung', 'aplikasi', 'pln', 'mobile', 'mudah', 'beli', 'tokennya', 'prosesnya', 'cepat', 'terima', 'kasih', 'pln']",mudah banget pakai aplikasi rumah pakai kwh meter prabayar mati lampu jam malam token habis untung aplikasi pln mobile mudah beli tokennya proses cepat terima kasih pln
67,Sarifuddin Naseng,5,2022-06-20 14:32:19,"Aplikasi yg lengkap, banyak fitur, gak perlu lg repot2 ke kantor pln, bisa diakses dr mana aja, trrima kasih pln.","['aplikasi', 'lengkap', 'fitur', 'repot', 'kantor', 'pln', 'diakses', 'aja', 'terima', 'kasih', 'pln']",aplikasi lengkap fitur repot kantor pln akses aja terima kasih pln
68,Fikri,5,2022-06-20 13:11:00,"Merasa sangat terbantu dengan aplikasi ini, terutama Pengaduan Gangguan lebih mudah dan proses lebih cepat. Pun demikian dengan layanan lainnya. Semua terintegrasi lebih simpel dan transparan info yang didapat","['terbantu', 'aplikasi', 'pengaduan', 'gangguan', 'mudah', 'proses', 'cepat', 'layanan', 'terintegrasi', 'simpel', 'transparan', 'informasi']",bantu aplikasi adu ganggu mudah proses cepat layan integrasi simpel transparan informasi
69,wiladatika yahya,3,2022-06-20 12:51:44,"Saya menunggu respon saat live chat dengan CS nya lama. Begitu saya keluar sebentar dan masuk lagi, ternyata live chat sudah diputus otomatis karena saya tidak ada respon selama 3 menit dan tertera mereka membalas disaat yang sama dengan balasan saya sebelumnya. Padahal saya sudah menunggu selama 5 menit tapi belum ada balasan dan balasan-balasan CS sebelumnya juga lama.","['menunggu', 'respon', 'live', 'chat', 'cs', 'nya', 'sebentar', 'masuk', 'live', 'chat', 'diputus', 'otomatis', 'respon', 'menit', 'tertera', 'membalas', 'disaat', 'balasan', 'menunggu', 'menit', 'balasan', 'balasan', 'cs']",tunggu respon live chat cs nya sebentar masuk live chat putus otomatis respon menit tera balas saat balas tunggu menit balas balas cs
70,Ahmad Fauzi,3,2022-06-20 11:23:14,"Sudah bgus tapi, untuk riwayat penggunaannya DETAIL TRANSAKSI kurang detail harus nya di masukkan brpa harga /kwh agar lebih detail lgi","['bagus', 'riwayat', 'penggunaannya', 'detail', 'transaksi', 'detail', 'nya', 'masukkan', 'harga', 'kwh', 'detail']",bagus riwayat guna detail transaksi detail nya masuk harga kwh detail
71,E. N. official,5,2022-06-20 10:13:58,"Saya kasih bintang 5 karena pelayanannya sangat2 cepat dan teratasi.. Jarang ada laporan saya yang tidak digubris, bahkan bisa dibilang hampir tidak pernah.. BEST LAH APLIKASI PLN MOBILE","['kasih', 'bintang', 'pelayanannya', 'cepat', 'teratasi', 'jarang', 'laporan', 'digubris', 'dibilang', 'best', 'aplikasi', 'pln', 'mobile']",kasih bintang layan cepat atas jarang lapor gubris bilang best aplikasi pln mobile
72,Ismail Rushpand,4,2022-06-20 09:57:22,"sangat sangat tidak membantu, ketika sednag membutuhkan bantuan aplikasi malah bikin ribet berkali kali cobq ikuti intruksi ketika sudah ambil foto untuk bukti malah ke beranda terus","['membantu', 'sednag', 'membutuhkan', 'bantuan', 'aplikasi', 'sulit', 'berkali', 'kali', 'coba', 'ikuti', 'intruksi', 'ambil', 'foto', 'bukti', 'beranda']",bantu sednag butuh bantu aplikasi sulit kali kali coba ikut intruksi ambil foto bukti beranda
73,Yulia RizkyRaffy,5,2022-06-20 09:28:06,Ni aplikasi pencuri uang rakyat.. masa beli token listrik udah terpotong duitnya.. di aplikasi ini statusnya masih menunggu pembayaran.. sedangkan saldo sya udh kepotong.. token gak di kirim2.. uang saya hilang kemana nih.. mau ngadu sama siapa kali kayak gini... Tolong yaa di uruss tu permasalahan ini. Bukan sekali dua x...,"['aplikasi', 'pencuri', 'uang', 'rakyat', 'beli', 'token', 'listrik', 'terpotong', 'duitnya', 'aplikasi', 'statusnya', 'menunggu', 'pembayaran', 'saldo', 'kepotong', 'token', 'kirim', 'uang', 'hilang', 'kemana', 'nih', 'mengadu', 'kali', 'kayak', 'gini', 'tolong', 'ya', 'urus', 'permasalahan', 'x']",aplikasi curi uang rakyat beli token listrik potong duit aplikasi status tunggu bayar saldo potong token kirim uang hilang mana nih adu kali kayak gin tolong ya urus masalah x
74,helmi aminuddin,3,2022-06-20 09:11:37,"Udah pembayaran via VA status tetep menunggu pembayaran..chat via apps ga ada respon, pas balik lagi malah nyalahin ga ada respon ..haduh..ujung2 nya ya nlpon lagi ke 123..perbaiki lah masa tarif aja mau naik pelayanan masih ky gini","['pembayaran', 'via', 'va', 'status', 'menunggu', 'pembayaran', 'chat', 'via', 'aplikasi', 'respon', 'menyalahkan', 'respon', 'haduh', 'ujung', 'nya', 'iya', 'telepon', 'perbaiki', 'tarif', 'pelayanan', 'kaya']",bayar via va status tunggu bayar chat via aplikasi respon salah respon haduh ujung nya iya telepon baik tarif layan kaya
75,elvi rahmi,5,2022-06-20 08:58:41,"Aplikasinya sangat mudah membantu sekali setiap ada keperluan dg PLN mulai dr PB, PD, Pengaduan tinggal klik saja gampang banget dan fast respon 👍👍👍👍","['aplikasinya', 'mudah', 'membantu', 'keperluan', 'pln', 'pb', 'pd', 'pengaduan', 'tinggal', 'klik', 'gampang', 'banget', 'fast', 'respon']",aplikasi mudah bantu perlu pln pb pd adu tinggal klik gampang banget fast respon
76,Resi Seto,5,2022-06-20 08:36:31,"Aplikasi mudah dan cepat, serta ekonomis. Semoga kecepatan pelayanan di Lapangan dapat terus termaintain. Good Job.","['aplikasi', 'mudah', 'cepat', 'ekonomis', 'semoga', 'kecepatan', 'pelayanan', 'lapangan', 'termaintain', 'bagus', 'job']",aplikasi mudah cepat ekonomis moga cepat layan lapang termaintain bagus job
77,Adi Rahardyan,4,2022-06-20 06:51:38,"Tiap isi id pelanggan di bagian pengaduan selalu ga bisa, dicoba berkali kali pun ttp ga ada perubahan, kaya belum diisi data. Giliran salah ketik disuruh isi yang bener. Aneh.","['isi', 'id', 'pelanggan', 'pengaduan', 'dicoba', 'berkali', 'kali', 'perubahan', 'kayak', 'diisi', 'data', 'giliran', 'salah', 'ketik', 'disuruh', 'isi', 'bener', 'aneh']",isi id langgan adu coba kali kali ubah kayak isi data gilir salah ketik suruh isi bener aneh
78,Ria Octaviany,5,2022-06-19 20:46:17,Krn tidak bisa kirim ulasan d app'y..jd sy tulis d sini.. terima ksh bnyk kpd petugas PLN atas tanggapan pengaduan'y..respon'y sangat cepat..🙏😊,"['kirim', 'ulasan', 'app', 'y', 'jd', 'tulis', 'terima', 'kasih', 'petugas', 'pln', 'tanggapan', 'pengaduan', 'y', 'respon', 'y', 'cepat']",kirim ulas app y jd tulis terima kasih tugas pln tanggap adu y respon y cepat
79,herman ardiansyah,2,2022-06-19 17:40:51,Saya Rasakan aplikasi sekarang mh ribet.. kalau daftar penyambungan baru mesti masukiN NID sedangkan kita masyarakat biasa ga tau NID. dan ujung ujung nya kita ga bisa daftar. Kalau aplikasi dulu daftar terus bayar via ATM.. beres tinggal nunggu..kwh. Sekarang mah Ribeet..,"['rasakan', 'aplikasi', 'mah', 'ribet', 'daftar', 'penyambungan', 'mesti', 'memasukkan', 'nid', 'masyarakat', 'nid', 'ujung', 'nya', 'daftar', 'aplikasi', 'daftar', 'bayar', 'via', 'atm', 'selesai', 'tinggal', 'nunggu', 'kwh', 'mah', 'ribeet']",rasa aplikasi mah ribet daftar sambung mesti masuk nid masyarakat nid ujung nya daftar aplikasi daftar bayar via atm selesai tinggal nunggu kwh mah ribeet
80,Ahmad Buni,4,2022-06-19 15:47:24,"Selamat sore min beserta kru lainnya dan segenap manajemen semoga selalu dalam keadaan sehat lahir batin. Maaf sedikit saran, kalau bisa App'nya bisa seperti App telpon yang tercantum sisa pulsa/voucher listrik jika sudah terhubung dgn nomer meteran dan voucher bisa otomatis terisi jika sudah dibeli, tidak lagi di input manual. Untuk sementara sekian dulu dari saya. Terimakasih, salam hormat dan sehat selalu🙏","['selamat', 'sore', 'min', 'beserta', 'kru', 'segenap', 'manajemen', 'semoga', 'sehat', 'lahir', 'batin', 'maaf', 'saran', 'app', 'nya', 'aplikasi', 'telepon', 'tercantum', 'sisa', 'pulsa', 'voucher', 'listrik', 'terhubung', 'nomor', 'meteran', 'voucher', 'otomatis', 'terisi', 'dibeli', 'input', 'manual', 'sekian', 'terimakasih', 'salam', 'hormat', 'sehat']",selamat sore min serta kru segenap manajemen moga sehat lahir batin maaf saran app nya aplikasi telepon cantum sisa pulsa voucher listrik hubung nomor meter voucher otomatis isi beli input manual sekian terimakasih salam hormat sehat
81,Anis Ulfa Widya,5,2022-06-19 11:15:25,"Bisa tahu info update kalau ada pemadaman, gangguan, dan sekarang kalau mau bayar tagihan jadi mudah banget, dan ada fitur monitoring tagihan juga. Jujur terbantu sih. Terima kasih PLN. Terus berinovasi dan semakin memberikan pelayanan terbaik untuk pelanggan.","['informasi', 'perbarui', 'pemadaman', 'gangguan', 'bayar', 'tagihan', 'mudah', 'banget', 'fitur', 'monitoring', 'tagihan', 'jujur', 'terbantu', 'sih', 'terima', 'kasih', 'pln', 'berinovasi', 'pelayanan', 'terbaik', 'pelanggan']",informasi baru madam ganggu bayar tagih mudah banget fitur monitoring tagih jujur bantu sih terima kasih pln inovasi layan baik langgan
82,danang adi nugroho,5,2022-06-19 10:40:32,"Segalanya jadi gampang dengan aplikasi, mau tambah daya maupun pasang baru jadi mudah, bahkan pembelian token bisa juga di aplikasi. Pelayanan gangguan juga cepat respon dan recoverynya, terima kasih PLN 😊","['gampang', 'aplikasi', 'daya', 'pasang', 'mudah', 'pembelian', 'token', 'aplikasi', 'pelayanan', 'gangguan', 'cepat', 'respon', 'recoverynya', 'terima', 'kasih', 'pln']",gampang aplikasi daya pasang mudah beli token aplikasi layan ganggu cepat respon recoverynya terima kasih pln
83,Hafizd Mulia Tani,5,2022-06-19 09:52:05,"Sangat memudahkan pengaduan di Aplikasi PLN Mobile, apalagi dengan versi terbaru, dimana sudah ada zona waktu pengaduan dan bisa memberikan pembatalan dengan alasan, guna tidak ada laporan yang berulang. 👏","['memudahkan', 'pengaduan', 'aplikasi', 'pln', 'mobile', 'versi', 'terbaru', 'dimana', 'zona', 'pengaduan', 'pembatalan', 'alasan', 'laporan', 'berulang']",mudah adu aplikasi pln mobile versi baru mana zona adu batal alas lapor ulang
