,nama_user,rating,waktu,ulasan,preprocessing
63,Ega Megantara,1,2022-06-20 17:05:20,Awalnya saya pelanggan setia indihome dengan berlangganan wiffi internet hp+tv 20 mbps biaya/ bulan 385 ribu. Setelah itu saya dapet brosur internet i connec pln dengan biaya lebih murah untuk paket wiffi 20 mbps / bulan hanya 212000 makanya saya pindah ke i connec pln. Ternyata setelah pindah ke i connec ketika ada gangguan wiffi nya keluhan kita tidak di respon beda dengan indihome kalo ada gangguan. di komplen via aplikasi my indihome gangguan segera di respon dan langsung bisa di atasi.,awalnya saya pelanggan setia indihome dengan berlangganan wiffi internet hp+tv 20 mbps biaya/ bulan 385 ribu. setelah itu saya dapet brosur internet i connec pln dengan biaya lebih murah untuk paket wiffi 20 mbps / bulan hanya 212000 makanya saya pindah ke i connec pln. ternyata setelah pindah ke i connec ketika ada gangguan wiffi nya keluhan kita tidak di respon beda dengan indihome kalo ada gangguan. di komplen via aplikasi my indihome gangguan segera di respon dan langsung bisa di atasi.
64,Khoiron J,5,2022-06-20 16:00:05,"Sangat membantu, sangat mudah dalam membantu keperluan kelistrikan, mudah beli token, mudah pemantauan pemakaian listik.","sangat membantu, sangat mudah dalam membantu keperluan kelistrikan, mudah beli token, mudah pemantauan pemakaian listik."
65,Cherry Efriyana,5,2022-06-20 15:09:29,"Aplikasinya sangat membantu dn ckup memuaskan,karena melalui aplikasi ini saya dpt dg mudah mengetahui tagihan listrik saya stiap bulannya..juga info2 terbaru dri PLN ttg pemadaman,pmasangan baru dn promo lainny dr PLN..smga kedepan smakin lebih baik lagi.","aplikasinya sangat membantu dn ckup memuaskan,karena melalui aplikasi ini saya dpt dg mudah mengetahui tagihan listrik saya stiap bulannya..juga info2 terbaru dri pln ttg pemadaman,pmasangan baru dn promo lainny dr pln..smga kedepan smakin lebih baik lagi."
66,Lulu Mifta Aulia,5,2022-06-20 15:05:36,"Mudah banget pake aplikasi ini. Dirumah pake kwh meter prabayar, tiba2 mati lampu jam 10 malam karna token habis, untung ada aplikasi pln mobile ini, jadi mudah untuk beli tokennya, prosesnya pun cepat. Terimakasih PLN🌸🌸","mudah banget pake aplikasi ini. dirumah pake kwh meter prabayar, tiba2 mati lampu jam 10 malam karna token habis, untung ada aplikasi pln mobile ini, jadi mudah untuk beli tokennya, prosesnya pun cepat. terimakasih pln🌸🌸"
67,Sarifuddin Naseng,5,2022-06-20 14:32:19,"Aplikasi yg lengkap, banyak fitur, gak perlu lg repot2 ke kantor pln, bisa diakses dr mana aja, trrima kasih pln.","aplikasi yg lengkap, banyak fitur, gak perlu lg repot2 ke kantor pln, bisa diakses dr mana aja, trrima kasih pln."
68,Fikri,5,2022-06-20 13:11:00,"Merasa sangat terbantu dengan aplikasi ini, terutama Pengaduan Gangguan lebih mudah dan proses lebih cepat. Pun demikian dengan layanan lainnya. Semua terintegrasi lebih simpel dan transparan info yang didapat","merasa sangat terbantu dengan aplikasi ini, terutama pengaduan gangguan lebih mudah dan proses lebih cepat. pun demikian dengan layanan lainnya. semua terintegrasi lebih simpel dan transparan info yang didapat"
69,wiladatika yahya,3,2022-06-20 12:51:44,"Saya menunggu respon saat live chat dengan CS nya lama. Begitu saya keluar sebentar dan masuk lagi, ternyata live chat sudah diputus otomatis karena saya tidak ada respon selama 3 menit dan tertera mereka membalas disaat yang sama dengan balasan saya sebelumnya. Padahal saya sudah menunggu selama 5 menit tapi belum ada balasan dan balasan-balasan CS sebelumnya juga lama.","saya menunggu respon saat live chat dengan cs nya lama. begitu saya keluar sebentar dan masuk lagi, ternyata live chat sudah diputus otomatis karena saya tidak ada respon selama 3 menit dan tertera mereka membalas disaat yang sama dengan balasan saya sebelumnya. padahal saya sudah menunggu selama 5 menit tapi belum ada balasan dan balasan-balasan cs sebelumnya juga lama."
70,Ahmad Fauzi,3,2022-06-20 11:23:14,"Sudah bgus tapi, untuk riwayat penggunaannya DETAIL TRANSAKSI kurang detail harus nya di masukkan brpa harga /kwh agar lebih detail lgi","sudah bgus tapi, untuk riwayat penggunaannya detail transaksi kurang detail harus nya di masukkan brpa harga /kwh agar lebih detail lgi"
71,E. N. official,5,2022-06-20 10:13:58,"Saya kasih bintang 5 karena pelayanannya sangat2 cepat dan teratasi.. Jarang ada laporan saya yang tidak digubris, bahkan bisa dibilang hampir tidak pernah.. BEST LAH APLIKASI PLN MOBILE","saya kasih bintang 5 karena pelayanannya sangat2 cepat dan teratasi.. jarang ada laporan saya yang tidak digubris, bahkan bisa dibilang hampir tidak pernah.. best lah aplikasi pln mobile"
72,Ismail Rushpand,4,2022-06-20 09:57:22,"sangat sangat tidak membantu, ketika sednag membutuhkan bantuan aplikasi malah bikin ribet berkali kali cobq ikuti intruksi ketika sudah ambil foto untuk bukti malah ke beranda terus","sangat sangat tidak membantu, ketika sednag membutuhkan bantuan aplikasi malah bikin ribet berkali kali cobq ikuti intruksi ketika sudah ambil foto untuk bukti malah ke beranda terus"
73,Yulia RizkyRaffy,5,2022-06-20 09:28:06,Ni aplikasi pencuri uang rakyat.. masa beli token listrik udah terpotong duitnya.. di aplikasi ini statusnya masih menunggu pembayaran.. sedangkan saldo sya udh kepotong.. token gak di kirim2.. uang saya hilang kemana nih.. mau ngadu sama siapa kali kayak gini... Tolong yaa di uruss tu permasalahan ini. Bukan sekali dua x...,ni aplikasi pencuri uang rakyat.. masa beli token listrik udah terpotong duitnya.. di aplikasi ini statusnya masih menunggu pembayaran.. sedangkan saldo sya udh kepotong.. token gak di kirim2.. uang saya hilang kemana nih.. mau ngadu sama siapa kali kayak gini... tolong yaa di uruss tu permasalahan ini. bukan sekali dua x...
74,helmi aminuddin,3,2022-06-20 09:11:37,"Udah pembayaran via VA status tetep menunggu pembayaran..chat via apps ga ada respon, pas balik lagi malah nyalahin ga ada respon ..haduh..ujung2 nya ya nlpon lagi ke 123..perbaiki lah masa tarif aja mau naik pelayanan masih ky gini","udah pembayaran via va status tetep menunggu pembayaran..chat via apps ga ada respon, pas balik lagi malah nyalahin ga ada respon ..haduh..ujung2 nya ya nlpon lagi ke 123..perbaiki lah masa tarif aja mau naik pelayanan masih ky gini"
75,elvi rahmi,5,2022-06-20 08:58:41,"Aplikasinya sangat mudah membantu sekali setiap ada keperluan dg PLN mulai dr PB, PD, Pengaduan tinggal klik saja gampang banget dan fast respon 👍👍👍👍","aplikasinya sangat mudah membantu sekali setiap ada keperluan dg pln mulai dr pb, pd, pengaduan tinggal klik saja gampang banget dan fast respon 👍👍👍👍"
76,Resi Seto,5,2022-06-20 08:36:31,"Aplikasi mudah dan cepat, serta ekonomis. Semoga kecepatan pelayanan di Lapangan dapat terus termaintain. Good Job.","aplikasi mudah dan cepat, serta ekonomis. semoga kecepatan pelayanan di lapangan dapat terus termaintain. good job."
77,Adi Rahardyan,4,2022-06-20 06:51:38,"Tiap isi id pelanggan di bagian pengaduan selalu ga bisa, dicoba berkali kali pun ttp ga ada perubahan, kaya belum diisi data. Giliran salah ketik disuruh isi yang bener. Aneh.","tiap isi id pelanggan di bagian pengaduan selalu ga bisa, dicoba berkali kali pun ttp ga ada perubahan, kaya belum diisi data. giliran salah ketik disuruh isi yang bener. aneh."
78,Ria Octaviany,5,2022-06-19 20:46:17,Krn tidak bisa kirim ulasan d app'y..jd sy tulis d sini.. terima ksh bnyk kpd petugas PLN atas tanggapan pengaduan'y..respon'y sangat cepat..🙏😊,krn tidak bisa kirim ulasan d app'y..jd sy tulis d sini.. terima ksh bnyk kpd petugas pln atas tanggapan pengaduan'y..respon'y sangat cepat..🙏😊
79,herman ardiansyah,2,2022-06-19 17:40:51,Saya Rasakan aplikasi sekarang mh ribet.. kalau daftar penyambungan baru mesti masukiN NID sedangkan kita masyarakat biasa ga tau NID. dan ujung ujung nya kita ga bisa daftar. Kalau aplikasi dulu daftar terus bayar via ATM.. beres tinggal nunggu..kwh. Sekarang mah Ribeet..,saya rasakan aplikasi sekarang mh ribet.. kalau daftar penyambungan baru mesti masukin nid sedangkan kita masyarakat biasa ga tau nid. dan ujung ujung nya kita ga bisa daftar. kalau aplikasi dulu daftar terus bayar via atm.. beres tinggal nunggu..kwh. sekarang mah ribeet..
80,Ahmad Buni,4,2022-06-19 15:47:24,"Selamat sore min beserta kru lainnya dan segenap manajemen semoga selalu dalam keadaan sehat lahir batin. Maaf sedikit saran, kalau bisa App'nya bisa seperti App telpon yang tercantum sisa pulsa/voucher listrik jika sudah terhubung dgn nomer meteran dan voucher bisa otomatis terisi jika sudah dibeli, tidak lagi di input manual. Untuk sementara sekian dulu dari saya. Terimakasih, salam hormat dan sehat selalu🙏","selamat sore min beserta kru lainnya dan segenap manajemen semoga selalu dalam keadaan sehat lahir batin. maaf sedikit saran, kalau bisa app'nya bisa seperti app telpon yang tercantum sisa pulsa/voucher listrik jika sudah terhubung dgn nomer meteran dan voucher bisa otomatis terisi jika sudah dibeli, tidak lagi di input manual. untuk sementara sekian dulu dari saya. terimakasih, salam hormat dan sehat selalu🙏"
81,Anis Ulfa Widya,5,2022-06-19 11:15:25,"Bisa tahu info update kalau ada pemadaman, gangguan, dan sekarang kalau mau bayar tagihan jadi mudah banget, dan ada fitur monitoring tagihan juga. Jujur terbantu sih. Terima kasih PLN. Terus berinovasi dan semakin memberikan pelayanan terbaik untuk pelanggan.","bisa tahu info update kalau ada pemadaman, gangguan, dan sekarang kalau mau bayar tagihan jadi mudah banget, dan ada fitur monitoring tagihan juga. jujur terbantu sih. terima kasih pln. terus berinovasi dan semakin memberikan pelayanan terbaik untuk pelanggan."
82,danang adi nugroho,5,2022-06-19 10:40:32,"Segalanya jadi gampang dengan aplikasi, mau tambah daya maupun pasang baru jadi mudah, bahkan pembelian token bisa juga di aplikasi. Pelayanan gangguan juga cepat respon dan recoverynya, terima kasih PLN 😊","segalanya jadi gampang dengan aplikasi, mau tambah daya maupun pasang baru jadi mudah, bahkan pembelian token bisa juga di aplikasi. pelayanan gangguan juga cepat respon dan recoverynya, terima kasih pln 😊"
83,Hafizd Mulia Tani,5,2022-06-19 09:52:05,"Sangat memudahkan pengaduan di Aplikasi PLN Mobile, apalagi dengan versi terbaru, dimana sudah ada zona waktu pengaduan dan bisa memberikan pembatalan dengan alasan, guna tidak ada laporan yang berulang. 👏","sangat memudahkan pengaduan di aplikasi pln mobile, apalagi dengan versi terbaru, dimana sudah ada zona waktu pengaduan dan bisa memberikan pembatalan dengan alasan, guna tidak ada laporan yang berulang. 👏"
84,bayu estu,5,2022-06-19 09:50:06,"Aplikasi terbaru lebih user friendly dan sangat membantu dalam hal laporan pengaduan yg lebih fast respon, serta kemudahan bertransaksi untuk pembayaran listrik dan iconnet..mantap PLN terus update fitur2 terbaru👍","aplikasi terbaru lebih user friendly dan sangat membantu dalam hal laporan pengaduan yg lebih fast respon, serta kemudahan bertransaksi untuk pembayaran listrik dan iconnet..mantap pln terus update fitur2 terbaru👍"
85,Wahyu Aji,5,2022-06-19 09:16:31,"Aplikasi macam apa ini, masa sekali lapor cepet tanggap, tiap info gangguan selalu ada jd kita g panik, info tagihan selalu ada, bisa baca meter sendiri, keluhan gangguan mudah, dasar aplikasi bagus, bener bener berguna","aplikasi macam apa ini, masa sekali lapor cepet tanggap, tiap info gangguan selalu ada jd kita g panik, info tagihan selalu ada, bisa baca meter sendiri, keluhan gangguan mudah, dasar aplikasi bagus, bener bener berguna"
86,thori nur habibi,1,2022-06-19 07:59:15,"Pusatnya cepet.,orang lapangannya yg bikin jelek app ini.,masak tiap lapor selalu di telpon,.cuma ngasih penjelasan tanpa ada orang yg datang ke lokasi.,""maaf pak di tunggu aja"".,tiba2 app nya ngasih info sudah di tangani.,padahal belum di tangani sama sekali.!!!","pusatnya cepet.,orang lapangannya yg bikin jelek app ini.,masak tiap lapor selalu di telpon,.cuma ngasih penjelasan tanpa ada orang yg datang ke lokasi.,""maaf pak di tunggu aja"".,tiba2 app nya ngasih info sudah di tangani.,padahal belum di tangani sama sekali.!!!"
87,Laurentius Kiop,5,2022-06-19 07:24:14,"Aplikasi sangat bagus.. mempermuda pelanggan mendapatkan informasi seputaran PLN dan terkusus buat saya pelanggan paskabayar saya bisa mengirim atau mencatat sendiri pemakaian bulanan melalui fitur catat meter setiap tanggal 24 sampai 27 di akhir bulan, juga saya bisa melihat langsung estimasi tagihan yg akan keluar di bulan depan.","aplikasi sangat bagus.. mempermuda pelanggan mendapatkan informasi seputaran pln dan terkusus buat saya pelanggan paskabayar saya bisa mengirim atau mencatat sendiri pemakaian bulanan melalui fitur catat meter setiap tanggal 24 sampai 27 di akhir bulan, juga saya bisa melihat langsung estimasi tagihan yg akan keluar di bulan depan."
88,NOVA ANDRIYANI,1,2022-06-19 05:42:35,"Maaf untuk sementara saya berikan bintang satu, sebab menu mengajukan permohonan pasang baru sekarang makin ribet, saya terkendala saat verifikasi NIDI, yang pada akhirnya harus kekantor juga untuk mengurus NIDI, tolong diperbaiki kemudahannya agar kami tidak mesti ribet datang kekantor, kalau bisa manfaatkan aplikasi hanya satu klik bisa dimana saja agar kami merasakan kemudahan yang diberikan. Terima kasih","maaf untuk sementara saya berikan bintang satu, sebab menu mengajukan permohonan pasang baru sekarang makin ribet, saya terkendala saat verifikasi nidi, yang pada akhirnya harus kekantor juga untuk mengurus nidi, tolong diperbaiki kemudahannya agar kami tidak mesti ribet datang kekantor, kalau bisa manfaatkan aplikasi hanya satu klik bisa dimana saja agar kami merasakan kemudahan yang diberikan. terima kasih"
89,Susinta channel,5,2022-06-19 05:36:14,"Sangat membantu dan bermanfaat saya juga jd bisa punya usaha dg cara berjualan pulsa listrik dan pelunasan reklis 👍 saya lagi coba market place di PLN mobile lho buat ngembangin usaha, ayooo gabung juga.","sangat membantu dan bermanfaat saya juga jd bisa punya usaha dg cara berjualan pulsa listrik dan pelunasan reklis 👍 saya lagi coba market place di pln mobile lho buat ngembangin usaha, ayooo gabung juga."
90,Rahmat Hidayat,5,2022-06-18 23:34:43,"Aplikasinya bagus, saya tidak perlu repot2 lagi ke kantor PLN saat terjadi gangguan listrik dirumah, beli token tanpa biaya admin bank, pokoknya bagus deh, semua dalam genggaman..👍👍","aplikasinya bagus, saya tidak perlu repot2 lagi ke kantor pln saat terjadi gangguan listrik dirumah, beli token tanpa biaya admin bank, pokoknya bagus deh, semua dalam genggaman..👍👍"
91,Arman Ajah,5,2022-06-18 22:43:27,"Aplikasinya sangat membantu. Tiap kali di input tokennya gagal terus, padahal udah bener nomor tokennya. Baru aja di minta pengaduan, gak cukup 1 jam langsung di respon. Akhirnya bisa di input token yg di beli tadi. PLN MOBILE MEMANG JOSSS 👍👍👍","aplikasinya sangat membantu. tiap kali di input tokennya gagal terus, padahal udah bener nomor tokennya. baru aja di minta pengaduan, gak cukup 1 jam langsung di respon. akhirnya bisa di input token yg di beli tadi. pln mobile memang josss 👍👍👍"
92,surya sitompul,5,2022-06-18 22:30:52,"Aplikasinya sangat membantu. Tidak perlu lagi telpon ke cc123 atau datang kekantor PLN langsung. Cukup dengan PLN Mobile dimana dan kapan saja. Pasang baru, ubah daya, cek tagihan listrik, bahkan lapor keluhan gangguan semua bisa dilakukan dari aplikasi ini😍👍","aplikasinya sangat membantu. tidak perlu lagi telpon ke cc123 atau datang kekantor pln langsung. cukup dengan pln mobile dimana dan kapan saja. pasang baru, ubah daya, cek tagihan listrik, bahkan lapor keluhan gangguan semua bisa dilakukan dari aplikasi ini😍👍"
93,Veronika Late,1,2022-06-18 22:09:20,Tdk membantu...mau ajukan pengaduan tdk jls.. sdh plih permaslhnnya di klik itu malah yg mncul ksong...smua org bsa klik masukkan ID sdngkn sy dan suami sy hanya trtlis ksong dan ga bsa di klik sma sx buat menulis kata2 ...kan jd bingung ga jlsssss,tdk membantu...mau ajukan pengaduan tdk jls.. sdh plih permaslhnnya di klik itu malah yg mncul ksong...smua org bsa klik masukkan id sdngkn sy dan suami sy hanya trtlis ksong dan ga bsa di klik sma sx buat menulis kata2 ...kan jd bingung ga jlsssss
94,KuNTed'z Gaming,2,2022-06-18 21:33:25,Untuk iconnet kok belum sampai ke tempat saya ya kak .. padahal sudah dari awal muncul iconnet sudah daftar tapi belum tercover terus 😑😑😑😑,untuk iconnet kok belum sampai ke tempat saya ya kak .. padahal sudah dari awal muncul iconnet sudah daftar tapi belum tercover terus 😑😑😑😑
95,Putri 9424,5,2022-06-18 18:26:07,"Bener2 membantu bgt deh, kl ada gangguan listrik malem2 bisa bgt pake fitur pengaduan, & enaknya bisa tracking petugas udh sampe mana. terus bisa bgt daftar tambah daya promo lewat aplikasi 👌","bener2 membantu bgt deh, kl ada gangguan listrik malem2 bisa bgt pake fitur pengaduan, & enaknya bisa tracking petugas udh sampe mana. terus bisa bgt daftar tambah daya promo lewat aplikasi 👌"
96,Istiqomah Malinda,5,2022-06-18 18:25:00,"Aplikasi yg sangat membantu, jika ada pengaduan cukup via aplikasi dan respon cepat. Beli token listrik lebih mudah 👍🏻","aplikasi yg sangat membantu, jika ada pengaduan cukup via aplikasi dan respon cepat. beli token listrik lebih mudah 👍🏻"
97,Bayunisa Kusumanegara,5,2022-06-18 17:23:17,Terima kasih sudah membuat aplikasi keren ini..Lanjut perbaikan secara kecepatan koneksi antar fitur. Lebih ditingkatkan lagi dalam tracking petugas yantek.😊,terima kasih sudah membuat aplikasi keren ini..lanjut perbaikan secara kecepatan koneksi antar fitur. lebih ditingkatkan lagi dalam tracking petugas yantek.😊
